value,valueLabel,valueDescription,ct,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q16003605,elementary school student,soldier of the lowest military rank,7,http://www.wikidata.org/entity/Q838555,Hidetoshi Dekisugi
http://www.wikidata.org/entity/Q16240266,pickpocket,occupation,7,http://www.wikidata.org/entity/Q1783187,Artful Dodger
http://www.wikidata.org/entity/Q1627196,pharmacist,occupation,7,http://www.wikidata.org/entity/Q91918,Karl Gottfried Hagen
http://www.wikidata.org/entity/Q16323771,Q16323771,occupation,7,http://www.wikidata.org/entity/Q11007613,Eyðun Johannessen
http://www.wikidata.org/entity/Q165005,Franciscan,group of religious orders within the Catholic Church,7,http://www.wikidata.org/entity/Q3769701,Giulio Maresio
http://www.wikidata.org/entity/Q165503,baron,title of nobility,7,http://www.wikidata.org/entity/Q708525,Jacob Frank
http://www.wikidata.org/entity/Q1662050,Industrial Management Assistant,title of nobility,7,http://www.wikidata.org/entity/Q62206,Egon Bahr
http://www.wikidata.org/entity/Q16743941,metaphysician,title of nobility,7,http://www.wikidata.org/entity/Q33760,Bertrand Russell
http://www.wikidata.org/entity/Q16745601,quantum physicist,title of nobility,7,http://www.wikidata.org/entity/Q39246,Richard Feynman
http://www.wikidata.org/entity/Q169180,ombudsman,government service charged with investigating complaints of maladministration or violation of rights,7,http://www.wikidata.org/entity/Q3187789,Juan San Martín
http://www.wikidata.org/entity/Q170305,satrap,ruler of a province in ancient Persia,7,http://www.wikidata.org/entity/Q312893,Artaphernes
http://www.wikidata.org/entity/Q17104090,serjeant-at-law,Member of an order of barristers at the English bar,7,http://www.wikidata.org/entity/Q18592950,Baker John Sellon
http://www.wikidata.org/entity/Q1728617,vicar capitular,Member of an order of barristers at the English bar,7,http://www.wikidata.org/entity/Q1288530,Johann Evangelist von Pruner
http://www.wikidata.org/entity/Q1737039,Q1737039,Member of an order of barristers at the English bar,7,http://www.wikidata.org/entity/Q3299101,Matild Manukyan
http://www.wikidata.org/entity/Q17394262,astronautical engineer,occupation,7,http://www.wikidata.org/entity/Q333500,Qian Xuesen
http://www.wikidata.org/entity/Q17483564,ship owner,owner of a merchant vessel,7,http://www.wikidata.org/entity/Q7377274,Rudolf Olsen
http://www.wikidata.org/entity/Q1749879,pensioner,"person who collects a pension, most commonly because of a retirement from the workforce",7,http://www.wikidata.org/entity/Q605591,Captain Bluebear
http://www.wikidata.org/entity/Q1788311,Kreuzkantor,"person who collects a pension, most commonly because of a retirement from the workforce",7,http://www.wikidata.org/entity/Q110678,Basilius Petritz
http://www.wikidata.org/entity/Q179226,equestrianism,horse riding,7,http://www.wikidata.org/entity/Q533189,Ernst Linder
http://www.wikidata.org/entity/Q180095,tyrant,absolute ruler unrestrained by law or constitution,7,http://www.wikidata.org/entity/Q246853,Thrasybulus
http://www.wikidata.org/entity/Q18176481,biogeochemist,absolute ruler unrestrained by law or constitution,7,http://www.wikidata.org/entity/Q302752,G. Evelyn Hutchinson
http://www.wikidata.org/entity/Q183287,yakuza,members of traditional transnational organized crime syndicates in Japan,7,http://www.wikidata.org/entity/Q3101367,Jōji Abe
http://www.wikidata.org/entity/Q18407765,Songwriter,Wikimedia disambiguation page,7,http://www.wikidata.org/entity/Q5109014,Christa Borden
http://www.wikidata.org/entity/Q18576630,blast-furnace operator,Wikimedia disambiguation page,7,http://www.wikidata.org/entity/Q4123360,Q4123360
http://www.wikidata.org/entity/Q18930236,philosopher of language,Wikimedia disambiguation page,7,http://www.wikidata.org/entity/Q9391,Ludwig Wittgenstein
http://www.wikidata.org/entity/Q1924856,metal construction,construction using metals,7,http://www.wikidata.org/entity/Q1362825,Erwin Bennewitz
http://www.wikidata.org/entity/Q1954172,muse,person who inspires another person to creative achievement/work,7,http://www.wikidata.org/entity/Q528534,Eva Gouel
http://www.wikidata.org/entity/Q1968442,donor,"person who donates, usually money",7,http://www.wikidata.org/entity/Q108859,Liz Mohn
http://www.wikidata.org/entity/Q19772737,political candidate,"person who donates, usually money",7,http://www.wikidata.org/entity/Q6375704,Kate Orman
http://www.wikidata.org/entity/Q19804855,Taschenspieler,19th century German street magician,7,http://www.wikidata.org/entity/Q182589,William Morris
http://www.wikidata.org/entity/Q21002277,electronics engineer,profession,7,http://www.wikidata.org/entity/Q434585,Mike Judge
http://www.wikidata.org/entity/Q21061372,circus director,one who runs a circus,7,http://www.wikidata.org/entity/Q1359911,Ernst Jacob Renz
http://www.wikidata.org/entity/Q2113250,Prorector,member of the management body of a university,7,http://www.wikidata.org/entity/Q12170236,Q12170236
http://www.wikidata.org/entity/Q21140478,regional writer,writer whose work is focused on the details of a particular geographic region or local culture,7,http://www.wikidata.org/entity/Q2379704,Gaston Chevereau
http://www.wikidata.org/entity/Q21328592,deputy,member of the Chamber of Deputies of the Luxembourg,7,http://www.wikidata.org/entity/Q13102657,François Maroldt
http://www.wikidata.org/entity/Q21334713,type founder,manufacturer of metal type for printing,7,http://www.wikidata.org/entity/Q18528532,Elizabeth Caslon
http://www.wikidata.org/entity/Q214092,patronage,manufacturer of metal type for printing,7,http://www.wikidata.org/entity/Q4361203,Q4361203
http://www.wikidata.org/entity/Q214970,virtuoso,individual who possesses outstanding technical ability in a particular art or field,7,http://www.wikidata.org/entity/Q254,Wolfgang Amadeus Mozart
http://www.wikidata.org/entity/Q21546358,Chief of Police,Police ranks in Scandinavian countries,7,http://www.wikidata.org/entity/Q4579131,Jacob Wulfsberg
http://www.wikidata.org/entity/Q21694268,amateur photographer,Police ranks in Scandinavian countries,7,http://www.wikidata.org/entity/Q4476056,Hugo Tutein Nolthenius
http://www.wikidata.org/entity/Q21849766,heiress,female beneficiary of an inheritance (in the context of the historical practices of the nobility),7,http://www.wikidata.org/entity/Q18546376,Grace Babthorpe
http://www.wikidata.org/entity/Q22269196,professional boxer,profession,7,http://www.wikidata.org/entity/Q441314,Nicola Adams
http://www.wikidata.org/entity/Q2235358,Q2235358,profession,7,http://www.wikidata.org/entity/Q97726,Horst Fascher
http://www.wikidata.org/entity/Q22809315,agricultural chemist,profession,7,http://www.wikidata.org/entity/Q68077,Wilhelm Knop
http://www.wikidata.org/entity/Q228422,conductor,"crew member on a bus, train, or other public transportation",7,http://www.wikidata.org/entity/Q262285,Lars Ohly
http://www.wikidata.org/entity/Q2298145,deaconess,"crew member on a bus, train, or other public transportation",7,http://www.wikidata.org/entity/Q13410430,Therese Stählin
http://www.wikidata.org/entity/Q23072521,paremiologist,"crew member on a bus, train, or other public transportation",7,http://www.wikidata.org/entity/Q90632,Wolfgang Mieder
http://www.wikidata.org/entity/Q244741,viceroy,representative of a monarch,7,http://www.wikidata.org/entity/Q1356927,Ninian Stephen
http://www.wikidata.org/entity/Q24812704,Media journalist,representative of a monarch,7,http://www.wikidata.org/entity/Q1601087,Heinz Ungureit
http://www.wikidata.org/entity/Q24961653,Q24961653,representative of a monarch,7,http://www.wikidata.org/entity/Q24567734,Evita Lauri
http://www.wikidata.org/entity/Q2540793,Scout Leader,position in scout organization,7,http://www.wikidata.org/entity/Q4020049,William Hillcourt
http://www.wikidata.org/entity/Q2587924,posadnik,position in scout organization,7,http://www.wikidata.org/entity/Q1268485,Gostomysl
http://www.wikidata.org/entity/Q25931036,zooarchaeologist,position in scout organization,7,http://www.wikidata.org/entity/Q1625353,Norbert Benecke
http://www.wikidata.org/entity/Q26971890,geometric vase-painter,ancient greek vase-painters of the gemetric period (ca. 900-700 BC),7,http://www.wikidata.org/entity/Q943544,Dipylon Master
http://www.wikidata.org/entity/Q26986313,executive vice president,ancient greek vase-painters of the gemetric period (ca. 900-700 BC),7,http://www.wikidata.org/entity/Q6832036,Michael L. Nash
http://www.wikidata.org/entity/Q27058542,Q27058542,ancient greek vase-painters of the gemetric period (ca. 900-700 BC),7,http://www.wikidata.org/entity/Q46187,Q46187
http://www.wikidata.org/entity/Q2735701,elected bishop,ancient greek vase-painters of the gemetric period (ca. 900-700 BC),7,http://www.wikidata.org/entity/Q325482,"Casimir VI, Duke of Pomerania"
http://www.wikidata.org/entity/Q27827744,management consultant,occupation,7,http://www.wikidata.org/entity/Q5126228,Clare O'Neil
http://www.wikidata.org/entity/Q2837942,allergist,physician specially trained to manage and treat allergies,7,http://www.wikidata.org/entity/Q823696,Bernd Kardorff
http://www.wikidata.org/entity/Q2872393,List of role-playing game designers,Wikimedia list article,7,http://www.wikidata.org/entity/Q322538,Ron Edwards
http://www.wikidata.org/entity/Q28797502,layout stylist,profession in animation film production,7,http://www.wikidata.org/entity/Q2983396,Collin Campbell
http://www.wikidata.org/entity/Q2891167,boatman,profession,7,http://www.wikidata.org/entity/Q1529653,Henry Miller Shreve
http://www.wikidata.org/entity/Q2893189,moneylender,"person or group who offers loans, often at high rates of interest",7,http://www.wikidata.org/entity/Q574014,Amaro Rodríguez Felipe
http://www.wikidata.org/entity/Q29017275,Q29017275,"person or group who offers loans, often at high rates of interest",7,http://www.wikidata.org/entity/Q78889,Adolf Jellinek
http://www.wikidata.org/entity/Q29206865,sardana dancer,person who dances sardana,7,http://www.wikidata.org/entity/Q11268431,Juli Garreta
http://www.wikidata.org/entity/Q2986283,Auctioneer,person who dances sardana,7,http://www.wikidata.org/entity/Q3188805,Jules Montels
http://www.wikidata.org/entity/Q30034739,Safari guide,Person who escorts travelers or tourists through safaris,7,http://www.wikidata.org/entity/Q4997839,Bunny Allen
http://www.wikidata.org/entity/Q300980,Aalto University,Finnish university,7,http://www.wikidata.org/entity/Q11886933,Paul Lillrank
http://www.wikidata.org/entity/Q31930751,Q31930751,Finnish university,7,http://www.wikidata.org/entity/Q6151353,Bengt Lännergren
http://www.wikidata.org/entity/Q3216038,Lady of the Bedchamber,personal attendant on a British queen or princess,7,http://www.wikidata.org/entity/Q235092,"Barbara Palmer, 1st Duchess of Cleveland"
http://www.wikidata.org/entity/Q332209,Lord,title of nobility for proprietary power and control of a territory given by a King or religious authorities,7,http://www.wikidata.org/entity/Q890129,Olivier III de Clisson
http://www.wikidata.org/entity/Q336641,emergency physician,physician specialised in emergency medicine,7,http://www.wikidata.org/entity/Q2566776,John Carter
http://www.wikidata.org/entity/Q3422561,Q3422561,physician specialised in emergency medicine,7,http://www.wikidata.org/entity/Q2836659,Alice Saunier-Seité
http://www.wikidata.org/entity/Q35380338,hydrogeologist,earth scientists that studies ground water,7,http://www.wikidata.org/entity/Q1977012,Nelson Horatio Darton
http://www.wikidata.org/entity/Q3765897,pubblicista journalist,Italian classification of journalist,7,http://www.wikidata.org/entity/Q3639329,Biagio Camagna
http://www.wikidata.org/entity/Q39020112,Q39020112,Italian classification of journalist,7,http://www.wikidata.org/entity/Q2059451,Paul Esterhazy
http://www.wikidata.org/entity/Q4018482,education minister,minister in charge of education matters,7,http://www.wikidata.org/entity/Q1115890,Esmail Momtaz od-Dowleh
http://www.wikidata.org/entity/Q41669420,Q41669420,minister in charge of education matters,7,http://www.wikidata.org/entity/Q356208,Ulrich Salchow
http://www.wikidata.org/entity/Q429006,duathlon,athletic event,7,http://www.wikidata.org/entity/Q25048,Christiane Pilz
http://www.wikidata.org/entity/Q460162,museology,study of museums,7,http://www.wikidata.org/entity/Q1745681,Klaus Schreiner
http://www.wikidata.org/entity/Q46069542,former comfort women,people who had been comfort women.,7,http://www.wikidata.org/entity/Q6408699,Kim Hak-sun
http://www.wikidata.org/entity/Q46475908,marketing executive,people who had been comfort women.,7,http://www.wikidata.org/entity/Q767270,Mario Diaz-Balart
http://www.wikidata.org/entity/Q466466,non-player character,fictional character in a role-playing or video game that cannot be played or controlled by a real-world person,7,http://www.wikidata.org/entity/Q28007015,Calhoun
http://www.wikidata.org/entity/Q4683600,legal administrator,person appointed by a court to handle some business,7,http://www.wikidata.org/entity/Q576733,Jean Orry
http://www.wikidata.org/entity/Q4726509,alienist,archaic term for psychiatrist (Q211346) or psychologist (Q212980),7,http://www.wikidata.org/entity/Q18730423,Henry Monro
http://www.wikidata.org/entity/Q47458415,Q47458415,archaic term for psychiatrist (Q211346) or psychologist (Q212980),7,http://www.wikidata.org/entity/Q3067909,Federico Coullaut-Valera Mendigutia
http://www.wikidata.org/entity/Q47463867,Q47463867,archaic term for psychiatrist (Q211346) or psychologist (Q212980),7,http://www.wikidata.org/entity/Q478070,Jørgen Herman Vogt
http://www.wikidata.org/entity/Q4859473,mediator,profession,7,http://www.wikidata.org/entity/Q676399,Wayne Lyman Morse
http://www.wikidata.org/entity/Q489933,dental assistant,profession,7,http://www.wikidata.org/entity/Q1672485,Irene Bereuter
http://www.wikidata.org/entity/Q4915128,biomedical scientist,"scientist trained in biology, particularly in the context of medicine",7,http://www.wikidata.org/entity/Q4708781,Alastair Summerlee
http://www.wikidata.org/entity/Q4993575,Q4993575,"scientist trained in biology, particularly in the context of medicine",7,http://www.wikidata.org/entity/Q1780538,Georg Andreas Bull
http://www.wikidata.org/entity/Q506126,chimney sweep,person who cleans chimneys,7,http://www.wikidata.org/entity/Q1039757,Carl Conrad Max Metzner
http://www.wikidata.org/entity/Q5178032,coupletist,person who cleans chimneys,7,http://www.wikidata.org/entity/Q1590884,Leo Fuchs
http://www.wikidata.org/entity/Q5185059,Cricketer,Wikipedia disambiguation page,7,http://www.wikidata.org/entity/Q4679818,Adam Smyth
http://www.wikidata.org/entity/Q561457,carrier,profession,7,http://www.wikidata.org/entity/Q12260661,Jose Luis Lekuona
http://www.wikidata.org/entity/Q6001134,scholar,Wikimedia disambiguation page,7,http://www.wikidata.org/entity/Q13131111,Robert Williams
http://www.wikidata.org/entity/Q6102247,television director,Wikimedia disambiguation page,7,http://www.wikidata.org/entity/Q54390,Valeriu Lazarov
http://www.wikidata.org/entity/Q615514,Chorbishop,position,7,http://www.wikidata.org/entity/Q930340,Kvirike I of Kakheti
http://www.wikidata.org/entity/Q641457,Thomaskantor,profession,7,http://www.wikidata.org/entity/Q102847,Thidericus
http://www.wikidata.org/entity/Q679502,Armatoloi,ottoman security personnel,7,http://www.wikidata.org/entity/Q12874114,Q12874114
http://www.wikidata.org/entity/Q6884071,mixing engineer,ottoman security personnel,7,http://www.wikidata.org/entity/Q1154207,Terry Brown
http://www.wikidata.org/entity/Q694579,farrier,profession,7,http://www.wikidata.org/entity/Q1646896,Julius Blum
http://www.wikidata.org/entity/Q696776,city manager,"official appointed as the administrative manager of a city, in a council-manager form of city government",7,http://www.wikidata.org/entity/Q4886732,Ben Wyatt
http://www.wikidata.org/entity/Q7245047,principal,chief executive and the chief academic officer of a university or college in certain parts of the Commonwealth,7,http://www.wikidata.org/entity/Q111558,Christopher Cocksworth
http://www.wikidata.org/entity/Q740369,papal legate,a personal representative of the pope,7,http://www.wikidata.org/entity/Q2897943,Bernard Garin
http://www.wikidata.org/entity/Q7432601,School of the Art Institute of Chicago,independent school of art and design,7,http://www.wikidata.org/entity/Q807685,Barbara Weil
