value,valueLabel,valueDescription,ct,valueAltLabel,sampleitem,sampleitemLabel
http://www.wikidata.org/entity/Q15812015,German Canadians,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q30449,Avril Lavigne
http://www.wikidata.org/entity/Q158281,Wends,ethnic group,1,,http://www.wikidata.org/entity/Q901588,József Dancsecs
http://www.wikidata.org/entity/Q1584897,Haratin,ethnic group,1,,http://www.wikidata.org/entity/Q51200724,L’Malouma Said
http://www.wikidata.org/entity/Q15980602,Romani people in Bosnia and Herzegovina,,1,,http://www.wikidata.org/entity/Q777119,Arif Heralić
http://www.wikidata.org/entity/Q16007968,Afghan,people of Afghanistan,1,Afghans,http://www.wikidata.org/entity/Q46999799,F. S. Khairullah
http://www.wikidata.org/entity/Q1601861,Madhesi people,Residents of Madhesh,1,"Plain Nepalese, Plain Nepali, Teraibasi",http://www.wikidata.org/entity/Q3109312,Upendra Yadav
http://www.wikidata.org/entity/Q1602764,Mangbetu people,ethnic group,1,,http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q1604701,Hema people,ethnic group,1,,http://www.wikidata.org/entity/Q471035,Thomas Lubanga Dyilo
http://www.wikidata.org/entity/Q16147566,New Zealander Australian,,1,,http://www.wikidata.org/entity/Q20789852,Tom Green
http://www.wikidata.org/entity/Q16148824,Winnebago Tribe of Nebraska,Tribu Winnebago de Nebraska,1,,http://www.wikidata.org/entity/Q26304464,Edith Emerald Johns
http://www.wikidata.org/entity/Q16150922,Moldovan American,,1,,http://www.wikidata.org/entity/Q2861138,Ari Emanuel
http://www.wikidata.org/entity/Q16152305,Afro-Anguillian,,1,,http://www.wikidata.org/entity/Q43292366,Ijahnya Christian
http://www.wikidata.org/entity/Q16152691,Flemish American,,1,,http://www.wikidata.org/entity/Q37175,Johnny Depp
http://www.wikidata.org/entity/Q16153737,Afro-Antiguan and Barbudan,,1,,http://www.wikidata.org/entity/Q28804073,Nellie Robinson
http://www.wikidata.org/entity/Q16153767,Afro-Curaçaoan,,1,,http://www.wikidata.org/entity/Q3860858,Monifa Jansen
http://www.wikidata.org/entity/Q16191886,Hispanos of New Mexico,ethnic group native to New Mexico,1,"Neomexicano, Nuevomexicano",http://www.wikidata.org/entity/Q17275421,Mario J. Lucero
http://www.wikidata.org/entity/Q16201411,Indians in Venezuela,,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q16242047,Criollo people,ethnic group,1,Crillos,http://www.wikidata.org/entity/Q103285,José Martí
http://www.wikidata.org/entity/Q163022,Maasai,"ethnic group inhabiting Kenya,Tanzania and Uganda",1,"Maasai people, pueblo Maasai",http://www.wikidata.org/entity/Q23797900,Richard Turere
http://www.wikidata.org/entity/Q16381913,Q16381913,,1,,http://www.wikidata.org/entity/Q43401267,Marusya Vahramyan
http://www.wikidata.org/entity/Q165148,Hevelli,ethnic group,1,,http://www.wikidata.org/entity/Q28112456,Przybysław stodorański
http://www.wikidata.org/entity/Q16523802,Weequays,,1,,http://www.wikidata.org/entity/Q16517003,Ak-Buz
http://www.wikidata.org/entity/Q16707860,Tribe of Levi,,1,,http://www.wikidata.org/entity/Q6386590,Levite
http://www.wikidata.org/entity/Q1679837,Souliotes,,1,,http://www.wikidata.org/entity/Q577254,Markos Botsaris
http://www.wikidata.org/entity/Q16799549,Latin Americans,citizens of the Latin American countries and dependencies,1,,http://www.wikidata.org/entity/Q362902,Arnaldo Tamayo Méndez
http://www.wikidata.org/entity/Q16839420,Goans,,1,,http://www.wikidata.org/entity/Q20631047,Brendan Fernandes
http://www.wikidata.org/entity/Q16893862,Wyne,,1,,http://www.wikidata.org/entity/Q4111559,Khalid Shameem Wynne
http://www.wikidata.org/entity/Q16930512,Hadiya people,ethnic group,1,,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q16930997,Bengali Kayastha,,1,,http://www.wikidata.org/entity/Q2153,Subhas Chandra Bose
http://www.wikidata.org/entity/Q1695850,xueta,descendants Mallorcan converted Jews,1,Chueta,http://www.wikidata.org/entity/Q8343020,Cayetano Martí Valls
http://www.wikidata.org/entity/Q17005677,Black Carib,,1,,http://www.wikidata.org/entity/Q504756,Joseph Chatoyer
http://www.wikidata.org/entity/Q17006555,Caribbean people,,1,,http://www.wikidata.org/entity/Q27907509,Tha Hotshot
http://www.wikidata.org/entity/Q1701590,Ngunnawal people,indigenous Australian group,1,,http://www.wikidata.org/entity/Q47452341,Violet Bulger
http://www.wikidata.org/entity/Q17072635,Hiligaynon people,ethnic group,1,Ilonggo people,http://www.wikidata.org/entity/Q928,Philippines
http://www.wikidata.org/entity/Q17073179,Mestiço,ethnic group,1,Mestico,http://www.wikidata.org/entity/Q916,Angola
http://www.wikidata.org/entity/Q17078871,Mestizo Colombian,,1,,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q171795,Abkhaz people,,1,,http://www.wikidata.org/entity/Q28372424,Akhra Adzhyndzhal
http://www.wikidata.org/entity/Q1721029,Kafficho people,,1,,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q17279877,Lower Brule Sioux Tribe,Native American tribal organization in South Dakota,1,,http://www.wikidata.org/entity/Q6831605,Michael Jandreau
http://www.wikidata.org/entity/Q1737166,Kaurna people,,1,,http://www.wikidata.org/entity/Q54912909,Alitya Rigney
http://www.wikidata.org/entity/Q1749358,Lithuanian American,ethnic group,1,,http://www.wikidata.org/entity/Q547414,Algis Budrys
http://www.wikidata.org/entity/Q1750007,Maricopa people,tribe,1,Piipaash,http://www.wikidata.org/entity/Q26270261,Ida Redbird
http://www.wikidata.org/entity/Q17511776,Americans in Germany,American population in Germany,1,,http://www.wikidata.org/entity/Q11770434,Marlena de Blasi
http://www.wikidata.org/entity/Q1760759,Saramaka,ethnic group in French Guiana,1,Saramacca,http://www.wikidata.org/entity/Q17412698,Belfon Aboikoni
http://www.wikidata.org/entity/Q1762752,Melanesians,,1,,http://www.wikidata.org/entity/Q691,Papua New Guinea
http://www.wikidata.org/entity/Q1772447,Kuyu people,,1,,http://www.wikidata.org/entity/Q740411,Joachim Yhombi-Opango
http://www.wikidata.org/entity/Q178054,Alans,an ancient Iranian people,1,,http://www.wikidata.org/entity/Q1291252,Ardabur
http://www.wikidata.org/entity/Q1784152,Norwegian and Swedish Travellers,,1,,http://www.wikidata.org/entity/Q11302370,Elias Akselsen
http://www.wikidata.org/entity/Q1793131,Gunai,,1,Kurnai,http://www.wikidata.org/entity/Q43285578,Lidia Thorpe
http://www.wikidata.org/entity/Q18025617,Medes,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q8423,Cyrus the Great
http://www.wikidata.org/entity/Q180361,Gagauz people,ethnic group,1,Gagauz,http://www.wikidata.org/entity/Q2330720,Q2330720
http://www.wikidata.org/entity/Q180688,Bedouin,Grouping of Arab nomads who have historically inhabited the Arabian and Syrian Deserts,1,,http://www.wikidata.org/entity/Q20392426,Q20392426
http://www.wikidata.org/entity/Q181787,android,robot resembling a human,1,,http://www.wikidata.org/entity/Q22983,Data
http://www.wikidata.org/entity/Q18191849,Q18191849,,1,,http://www.wikidata.org/entity/Q61265,Ludwig Lachmann
http://www.wikidata.org/entity/Q182651,Samaritan,ethnoreligious group,1,Samaritans,http://www.wikidata.org/entity/Q2908527,Sofi Tsedaka
http://www.wikidata.org/entity/Q18343999,Mestizos in Venezuela,,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q1840268,Syrian Jews,,1,,http://www.wikidata.org/entity/Q6113796,Jack M. Sasson
http://www.wikidata.org/entity/Q1849258,Albanian American,,1,,http://www.wikidata.org/entity/Q37944,Masiela Lusha
http://www.wikidata.org/entity/Q18638909,Pannonians,Ancient Indo-European people located in Pannonia,1,,http://www.wikidata.org/entity/Q18627898,Cohors I Augusta Pannoniorum
http://www.wikidata.org/entity/Q188836,Xiongnu,Central asia people and empire,1,Great Hun Empire,http://www.wikidata.org/entity/Q714159,Liu Yuan
http://www.wikidata.org/entity/Q1894736,Yavapai people,tribe,1,,http://www.wikidata.org/entity/Q26179821,Patricia Ann McGee
http://www.wikidata.org/entity/Q191192,Giants,deities from the Greek mythology,1,Gigantes,http://www.wikidata.org/entity/Q1324396,Rindr
http://www.wikidata.org/entity/Q191923,Mulatto,race,1,,http://www.wikidata.org/entity/Q52578387,Rachael Pringle Polgreen
http://www.wikidata.org/entity/Q19200254,Q19200254,poem by Anton Delvig,1,,http://www.wikidata.org/entity/Q4973911,Bronislaw Abramowicz
http://www.wikidata.org/entity/Q1930360,Chinese Cuban,,1,,http://www.wikidata.org/entity/Q4711222,Albert Siu
http://www.wikidata.org/entity/Q193190,Famagusta,city in Cyprus,1,Ammochostos,http://www.wikidata.org/entity/Q47529664,Q47529664
http://www.wikidata.org/entity/Q1934271,comparison of download managers,Wikimedia list article,1,,http://www.wikidata.org/entity/Q4176517,Q4176517
http://www.wikidata.org/entity/Q1936651,Hualapai people,tribe,1,Hualapai,http://www.wikidata.org/entity/Q26179821,Patricia Ann McGee
http://www.wikidata.org/entity/Q193776,Philistines,ancient people known for their conflict with the Israelites described in the Bible,1,,http://www.wikidata.org/entity/Q192785,Goliath
http://www.wikidata.org/entity/Q1940854,mixed,sports competition for men and women together,1,,http://www.wikidata.org/entity/Q28445406,Kyle Gordon
http://www.wikidata.org/entity/Q1940863,Miwok people,,1,,http://www.wikidata.org/entity/Q1256820,Coast Miwok
http://www.wikidata.org/entity/Q1965974,Demographics of the United States,,1,,http://www.wikidata.org/entity/Q6792755,Maureen Reed
http://www.wikidata.org/entity/Q19676690,Q19676690,,1,,http://www.wikidata.org/entity/Q24203455,Jacob Ben-Ami
http://www.wikidata.org/entity/Q1971466,Q1971466,,1,,http://www.wikidata.org/entity/Q47482400,Q47482400
http://www.wikidata.org/entity/Q1976275,Ukrainian Argentine,,1,,http://www.wikidata.org/entity/Q24880,Simón Radowitzky
http://www.wikidata.org/entity/Q1976298,Ukrainian Canadian,,1,,http://www.wikidata.org/entity/Q1282534,Ed Stelmach
http://www.wikidata.org/entity/Q19840821,Singaporeans,,1,,http://www.wikidata.org/entity/Q50749196,Edward Russell
http://www.wikidata.org/entity/Q19894539,Russian Jews in Israel,,1,,http://www.wikidata.org/entity/Q19799931,Lev Leviev
http://www.wikidata.org/entity/Q1998273,Ingrian Finns,,1,,http://www.wikidata.org/entity/Q4222518,Heino Juhana Simonpoika Kiuru
http://www.wikidata.org/entity/Q20064527,Q20064527,,1,,http://www.wikidata.org/entity/Q3285701,Q3285701
http://www.wikidata.org/entity/Q200797,Polotsk,city in Belarus,1,"Polotsk, Połack, Polatsak, Polatsk, Polazak, Polazk, Połock, Polockas, Polozk",http://www.wikidata.org/entity/Q229351,Tamara de Lempicka
http://www.wikidata.org/entity/Q20107272,Q20107272,,1,,http://www.wikidata.org/entity/Q1416974,María Xipaguazin Moctezuma
http://www.wikidata.org/entity/Q2015677,Zarubintsy culture,,1,,http://www.wikidata.org/entity/Q17449883,Q17449883
http://www.wikidata.org/entity/Q201706,Gepids,Germanic tribe,1,,http://www.wikidata.org/entity/Q459434,Cunimund
http://www.wikidata.org/entity/Q2021092,German Russian,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q1819424,Leonid Mikhelson
http://www.wikidata.org/entity/Q2022264,Moluche people,,1,,http://www.wikidata.org/entity/Q5665252,Quepuantú
http://www.wikidata.org/entity/Q202335,Latins,people,1,,http://www.wikidata.org/entity/Q3034240,Mason Moore
http://www.wikidata.org/entity/Q2025325,Romanians in Ukraine,,1,,http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q2031644,history of the Jews in Russia,,1,,http://www.wikidata.org/entity/Q980338,Israel Regardie
http://www.wikidata.org/entity/Q2031854,Wappo people,indigenous people of Northern California,1,Wappo,http://www.wikidata.org/entity/Q56530,Wappo
http://www.wikidata.org/entity/Q203507,Amorites,ancient Semitic-speaking people from Syria,1,,http://www.wikidata.org/entity/Q878675,Og
http://www.wikidata.org/entity/Q2046097,Paez people,,1,,http://www.wikidata.org/entity/Q2501540,Quintín Lame
http://www.wikidata.org/entity/Q205979,Sogdian,extinct language from Central Asia,1,Sogdian language,http://www.wikidata.org/entity/Q20987900,Malik ibn Kaydar
http://www.wikidata.org/entity/Q2063871,Yuki people,"Native American group in California, United States",1,,http://www.wikidata.org/entity/Q18631542,Frank Tuttle
http://www.wikidata.org/entity/Q2065556,Pacific Islander,indigenous peoples of the Pacific Islands,1,,http://www.wikidata.org/entity/Q664,New Zealand
http://www.wikidata.org/entity/Q206642,Burgher people,ethnic group,1,,http://www.wikidata.org/entity/Q3426402,Pieter Keuneman
http://www.wikidata.org/entity/Q2075566,Georgian Jews,,1,,http://www.wikidata.org/entity/Q379606,Badri Patarkatsishvili
http://www.wikidata.org/entity/Q2076582,Banat Bulgarians,,1,,http://www.wikidata.org/entity/Q649899,Carol Telbisz
http://www.wikidata.org/entity/Q207996,Xhosa people,ethnic group,1,,http://www.wikidata.org/entity/Q101547,Thabo Mbeki
http://www.wikidata.org/entity/Q2085303,An American Citizen,1914 film by J. Searle Dawley,1,American Citizen,http://www.wikidata.org/entity/Q106465,John Grisham
http://www.wikidata.org/entity/Q2091887,Nephites,protagonistic nation of Book of Mormon,1,Nephite,http://www.wikidata.org/entity/Q5638806,Hagoth
http://www.wikidata.org/entity/Q20969574,Germans,Wikimedia disambiguation page,1,,http://www.wikidata.org/entity/Q18507474,Anton Laschan von Moorland
http://www.wikidata.org/entity/Q209754,Moldavia,region in north-eastern Romania,1,,http://www.wikidata.org/entity/Q2632350,Eugen Doga
http://www.wikidata.org/entity/Q210053,Jötnar,race of giants in Norse mythology,1,"Giants, Jötunn",http://www.wikidata.org/entity/Q24267081,Jötunn
http://www.wikidata.org/entity/Q21005859,Koreans in Venezuela,,1,,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q210377,gaucho,"residents of the South American pampas, Gran Chaco, or Patagonian grasslands",1,,http://www.wikidata.org/entity/Q9022737,Lindolfo Collor
http://www.wikidata.org/entity/Q210623,Taíno,the indigenous people of the Caribbean and Florida,1,"Tainos, Taino, Taino people, Taíno people",http://www.wikidata.org/entity/Q5759024,Q5759024
http://www.wikidata.org/entity/Q21096477,American Mexicans,,1,,http://www.wikidata.org/entity/Q20712118,Maria Sánchez
http://www.wikidata.org/entity/Q211201,soviet,worker's council,1,,http://www.wikidata.org/entity/Q12073862,Ivo Bobo
http://www.wikidata.org/entity/Q2116909,Indo people,,1,,http://www.wikidata.org/entity/Q36211426,Erwin van Ligten
http://www.wikidata.org/entity/Q211720,Afar people,ethnic group,1,,http://www.wikidata.org/entity/Q115,Ethiopia
http://www.wikidata.org/entity/Q214045,dwarf,being in mythology,1,"Dwarf, dwarves",http://www.wikidata.org/entity/Q11815621,Percival Schuttenbach
http://www.wikidata.org/entity/Q21504650,Kovačević,family name,1,,http://www.wikidata.org/entity/Q3623779,Branko Kovačević
http://www.wikidata.org/entity/Q216096,Kam people,ethnic group,1,"Dong people, Tung people",http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q217397,Wolof people,"a West African ethnic group, largest in Senegal",1,"Olof, Jolof, Chelofes, Galofes, Lolof, Volof, Wolluf, Yolof",http://www.wikidata.org/entity/Q106963,Abdoulaye Wade
http://www.wikidata.org/entity/Q219205,Hmong people,ethnic group,1,,http://www.wikidata.org/entity/Q881,Vietnam
http://www.wikidata.org/entity/Q219252,Khoikhoi,ethnic group,1,,http://www.wikidata.org/entity/Q232041,Sarah Baartman
http://www.wikidata.org/entity/Q219563,University of Washington,"public research university in Seattle, Washington, United States",1,"UDub, UW, UW-Seattle",http://www.wikidata.org/entity/Q4263166,D. Djajakusuma
http://www.wikidata.org/entity/Q22001725,Q22001725,,1,,http://www.wikidata.org/entity/Q20512055,Q20512055
http://www.wikidata.org/entity/Q220643,Heruli,historical ethnical group,1,,http://www.wikidata.org/entity/Q889073,Rodulf
http://www.wikidata.org/entity/Q2254415,Italian Canadians,ethnic group,1,,http://www.wikidata.org/entity/Q16,Canada
http://www.wikidata.org/entity/Q2256412,Easterlings,Human race from J. R. R. Tolkien's legendarium,1,,http://www.wikidata.org/entity/Q5734168,Brodda
http://www.wikidata.org/entity/Q2350149,Banjar people,,1,,http://www.wikidata.org/entity/Q252,Indonesia
http://www.wikidata.org/entity/Q2375955,Lendu,ethnic group of Democratic Republic of Congo,1,,http://www.wikidata.org/entity/Q1185380,Mathieu Ngudjolo Chui
http://www.wikidata.org/entity/Q239577,Ibibio people,ethnic group,1,,http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q2415617,Jagera,tribe of Australian Aboriginal people,1,,http://www.wikidata.org/entity/Q20983383,Joanna Lindgren
http://www.wikidata.org/entity/Q244028,Kabarday,ethnic group,1,Karbadian,http://www.wikidata.org/entity/Q1390122,Valery Kokov
http://www.wikidata.org/entity/Q244735,Altay people,ethnic group,1,,http://www.wikidata.org/entity/Q4297057,Q4297057
http://www.wikidata.org/entity/Q2459831,Q2459831,,1,,http://www.wikidata.org/entity/Q78766,Elyas M'Barek
http://www.wikidata.org/entity/Q2460831,Durin's folk,Middle-earth,1,"Durin's Folk, Longbeards",http://www.wikidata.org/entity/Q15891277,Nár
http://www.wikidata.org/entity/Q2496297,Eloi,fictional ethnic group,1,,http://www.wikidata.org/entity/Q7979570,Weena
http://www.wikidata.org/entity/Q25032372,Category:Dominican Republic people of African American descent,Wikimedia category,1,,http://www.wikidata.org/entity/Q16607605,Milton Ray
http://www.wikidata.org/entity/Q25045392,Burmese in Thailand,,1,,http://www.wikidata.org/entity/Q869,Thailand
http://www.wikidata.org/entity/Q2505056,history of the Jews in Greece,,1,,http://www.wikidata.org/entity/Q1468644,Tobiah ben Eliezer
